========================================
       DATABASE CONTENTS SUMMARY
========================================

[ADMINS] Total: 2
 - ID: 1 | User: admin
 - ID: 2 | User: keerthi

[DRIVERS] Total: 1000
 - First 5 drivers:
   * D001: John Doe
   * D002: Alice Smith
   * D003: Bob Johnson
   * D004: Charlie Brown
   * D005: David Wilson

[DRIVER DATA] Total Data Points: 2174
Time       | DriverID   | Speed    | Accel  | Brake  | Risk  | Pred      
19:26:38   | 428        | 117.7    | 6.8    | 8.9    | 86.0  | AGGRESSIVE
19:26:38   | 820        | 50.4     | 2.1    | 2.6    | 26.0  | SAFE      
19:26:38   | 324        | 72.1     | 3.6    | 5.8    | 42.0  | MODERATE  
19:26:38   | 92         | 103.4    | 8.8    | 7.9    | 74.0  | AGGRESSIVE
19:26:38   | 531        | 113.2    | 8.5    | 8.2    | 85.0  | AGGRESSIVE
19:26:38   | 166        | 65.3     | 4.7    | 5.0    | 70.0  | MODERATE  
19:26:38   | 597        | 97.3     | 9.7    | 6.2    | 97.0  | AGGRESSIVE
19:26:38   | 934        | 66.7     | 4.0    | 4.5    | 66.0  | MODERATE  
19:26:38   | 304        | 49.8     | 2.6    | 2.4    | 17.0  | SAFE      
19:26:38   | 904        | 47.8     | 1.9    | 2.0    | 6.0   | SAFE      
19:26:23   | 879        | 47.8     | 1.8    | 2.1    | 18.0  | SAFE      
19:26:23   | 430        | 41.2     | 1.3    | 2.2    | 14.0  | SAFE      
19:26:23   | 269        | 64.9     | 3.7    | 4.3    | 48.0  | MODERATE  
19:26:23   | 74         | 67.7     | 3.8    | 3.3    | 42.0  | MODERATE  
19:26:23   | 972        | 59.3     | 2.1    | 1.0    | 15.0  | SAFE      
19:26:23   | 256        | 89.2     | 7.1    | 7.7    | 71.0  | AGGRESSIVE
19:26:23   | 207        | 62.7     | 5.0    | 5.4    | 48.0  | MODERATE  
19:26:23   | 630        | 108.6    | 8.2    | 7.9    | 93.0  | AGGRESSIVE
19:26:23   | 529        | 85.3     | 9.5    | 8.0    | 94.0  | AGGRESSIVE
19:26:23   | 61         | 100.0    | 9.4    | 9.1    | 86.0  | AGGRESSIVE
19:56:55   | 764        | 44.3     | 2.9    | 2.3    | 7.0   | SAFE      
19:56:55   | 902        | 66.7     | 4.0    | 3.1    | 53.0  | MODERATE  
19:56:55   | 12         | 114.9    | 6.5    | 8.2    | 97.0  | AGGRESSIVE
19:56:55   | 323        | 67.1     | 5.4    | 3.9    | 41.0  | MODERATE  
19:56:55   | 774        | 68.1     | 5.5    | 3.3    | 44.0  | MODERATE  
19:56:55   | 368        | 90.4     | 8.3    | 8.0    | 89.0  | AGGRESSIVE
19:56:55   | 456        | 117.7    | 6.2    | 8.1    | 79.0  | AGGRESSIVE
19:56:55   | 119        | 51.5     | 1.2    | 1.5    | 10.0  | SAFE      
19:56:55   | 307        | 76.3     | 4.6    | 4.7    | 70.0  | MODERATE  
19:56:55   | 593        | 62.6     | 4.4    | 5.7    | 55.0  | MODERATE  
19:56:52   | 467        | 93.6     | 9.3    | 9.2    | 83.0  | AGGRESSIVE
19:56:52   | 33         | 42.6     | 1.9    | 2.6    | 21.0  | SAFE      
19:56:52   | 543        | 67.1     | 5.0    | 5.1    | 64.0  | MODERATE  
19:56:52   | 120        | 46.0     | 2.3    | 1.6    | 22.0  | SAFE      
19:56:52   | 355        | 53.7     | 1.9    | 2.8    | 11.0  | SAFE      
19:56:52   | 677        | 50.1     | 1.6    | 2.9    | 10.0  | SAFE      
19:56:52   | 119        | 67.9     | 4.8    | 5.2    | 38.0  | MODERATE  
19:56:52   | 558        | 43.8     | 1.4    | 2.5    | 3.0   | SAFE      
19:56:52   | 1          | 48.5     | 1.3    | 1.9    | 6.0   | SAFE      
19:56:52   | 578        | 91.3     | 6.7    | 9.3    | 76.0  | AGGRESSIVE
19:56:49   | 429        | 74.4     | 5.3    | 5.4    | 39.0  | MODERATE  
19:56:49   | 341        | 75.4     | 3.2    | 3.2    | 60.0  | MODERATE  
19:56:49   | 759        | 54.5     | 1.6    | 1.6    | 11.0  | SAFE      
19:56:49   | 256        | 79.3     | 5.1    | 4.0    | 31.0  | MODERATE  
19:56:49   | 81         | 81.3     | 9.2    | 9.9    | 78.0  | AGGRESSIVE
19:56:49   | 404        | 76.8     | 3.6    | 4.4    | 42.0  | MODERATE  
19:56:49   | 964        | 46.0     | 1.7    | 1.6    | 15.0  | SAFE      
19:56:49   | 926        | 77.1     | 3.4    | 4.4    | 50.0  | MODERATE  
19:56:49   | 218        | 41.2     | 2.9    | 3.0    | 21.0  | SAFE      
19:56:49   | 998        | 45.5     | 2.8    | 1.3    | 4.0   | SAFE      
19:56:45   | 322        | 115.8    | 8.9    | 8.2    | 96.0  | AGGRESSIVE
19:56:45   | 218        | 62.3     | 4.7    | 5.5    | 68.0  | MODERATE  
19:56:45   | 342        | 44.1     | 2.1    | 2.0    | 16.0  | SAFE      
19:56:45   | 180        | 82.3     | 9.9    | 9.6    | 88.0  | AGGRESSIVE
19:56:45   | 492        | 56.4     | 2.6    | 2.3    | 18.0  | SAFE      
19:56:45   | 669        | 106.0    | 7.3    | 7.6    | 88.0  | AGGRESSIVE
19:56:45   | 642        | 58.4     | 2.6    | 1.5    | 7.0   | SAFE      
19:56:45   | 455        | 59.0     | 1.5    | 1.4    | 23.0  | SAFE      
19:56:45   | 252        | 95.3     | 8.7    | 6.4    | 73.0  | AGGRESSIVE
19:56:45   | 748        | 76.9     | 3.2    | 3.4    | 65.0  | MODERATE  
19:56:42   | 135        | 48.9     | 1.9    | 2.3    | 20.0  | SAFE      
19:56:42   | 25         | 101.6    | 6.5    | 6.8    | 99.0  | AGGRESSIVE
19:56:42   | 651        | 59.3     | 2.0    | 1.5    | 0.0   | SAFE      
19:56:42   | 597        | 67.2     | 3.0    | 5.9    | 38.0  | MODERATE  
19:56:42   | 916        | 87.7     | 8.7    | 7.0    | 95.0  | AGGRESSIVE
19:56:42   | 294        | 114.5    | 6.9    | 7.3    | 71.0  | AGGRESSIVE
19:56:42   | 636        | 41.9     | 1.3    | 2.6    | 23.0  | SAFE      
19:56:42   | 344        | 82.1     | 6.2    | 6.3    | 71.0  | AGGRESSIVE
19:56:42   | 756        | 46.6     | 1.7    | 2.7    | 12.0  | SAFE      
19:56:42   | 737        | 61.5     | 4.0    | 4.6    | 69.0  | MODERATE  
19:56:37   | 694        | 59.2     | 1.3    | 1.6    | 8.0   | SAFE      
19:56:37   | 470        | 90.0     | 7.1    | 6.8    | 72.0  | AGGRESSIVE
19:56:37   | 690        | 93.8     | 7.4    | 8.5    | 79.0  | AGGRESSIVE
19:56:37   | 619        | 113.0    | 8.6    | 9.0    | 87.0  | AGGRESSIVE
19:56:37   | 681        | 48.2     | 1.3    | 2.1    | 29.0  | SAFE      
19:56:37   | 512        | 41.2     | 1.8    | 2.0    | 17.0  | SAFE      
19:56:37   | 979        | 86.0     | 9.8    | 7.9    | 71.0  | AGGRESSIVE
19:56:37   | 433        | 56.4     | 1.1    | 2.4    | 21.0  | SAFE      
19:56:37   | 916        | 86.8     | 7.0    | 6.2    | 82.0  | AGGRESSIVE
19:56:37   | 51         | 96.6     | 8.4    | 7.3    | 72.0  | AGGRESSIVE
19:56:19   | 620        | 100.4    | 7.2    | 7.9    | 78.0  | AGGRESSIVE
19:56:19   | 734        | 69.9     | 5.4    | 5.4    | 66.0  | MODERATE  
19:56:19   | 899        | 112.9    | 9.4    | 7.2    | 90.0  | AGGRESSIVE
19:56:19   | 324        | 66.6     | 5.6    | 3.1    | 37.0  | MODERATE  
19:56:19   | 391        | 43.5     | 2.1    | 3.0    | 14.0  | SAFE      
19:56:19   | 910        | 109.6    | 6.6    | 8.2    | 99.0  | AGGRESSIVE
19:56:19   | 804        | 100.9    | 6.7    | 8.8    | 72.0  | AGGRESSIVE
19:56:19   | 735        | 54.9     | 1.4    | 2.4    | 28.0  | SAFE      
19:56:19   | 140        | 65.1     | 4.8    | 3.3    | 38.0  | MODERATE  
19:56:19   | 628        | 71.6     | 4.5    | 5.8    | 41.0  | MODERATE  
19:56:18   | 637        | 60.7     | 5.4    | 3.9    | 31.0  | MODERATE  
19:56:18   | 965        | 105.7    | 8.6    | 8.8    | 73.0  | AGGRESSIVE
19:56:18   | 534        | 91.3     | 9.4    | 7.9    | 71.0  | AGGRESSIVE
19:56:18   | 695        | 63.4     | 3.2    | 4.1    | 56.0  | MODERATE  
19:56:18   | 825        | 74.8     | 4.4    | 5.9    | 53.0  | MODERATE  
19:56:18   | 169        | 40.6     | 2.6    | 2.6    | 8.0   | SAFE      
19:56:18   | 490        | 51.4     | 2.5    | 2.7    | 12.0  | SAFE      
19:56:18   | 527        | 108.0    | 7.8    | 6.6    | 71.0  | AGGRESSIVE
19:56:18   | 672        | 88.2     | 7.4    | 7.7    | 94.0  | AGGRESSIVE
19:56:18   | 390        | 61.5     | 4.3    | 4.3    | 59.0  | MODERATE  
19:36:13   | 994        | 41.1     | 2.6    | 2.5    | 14.0  | SAFE      
19:36:13   | 947        | 79.6     | 3.2    | 4.3    | 39.0  | MODERATE  
19:36:13   | 910        | 53.3     | 2.3    | 2.6    | 23.0  | SAFE      
19:36:13   | 860        | 53.4     | 1.7    | 2.7    | 13.0  | SAFE      
19:36:13   | 752        | 53.7     | 2.0    | 2.0    | 27.0  | SAFE      
19:36:13   | 709        | 46.3     | 2.4    | 1.0    | 25.0  | SAFE      
19:36:13   | 705        | 44.5     | 2.1    | 1.2    | 23.0  | SAFE      
19:36:12   | 695        | 52.1     | 1.3    | 1.9    | 13.0  | SAFE      
19:36:12   | 683        | 43.3     | 1.6    | 1.0    | 17.0  | SAFE      
19:36:12   | 659        | 73.1     | 4.2    | 4.0    | 36.0  | MODERATE  
19:36:12   | 637        | 72.9     | 3.4    | 4.6    | 49.0  | MODERATE  
19:36:12   | 567        | 40.7     | 1.5    | 1.5    | 19.0  | SAFE      
19:36:12   | 566        | 45.9     | 2.6    | 1.4    | 29.0  | SAFE      
19:36:12   | 562        | 50.4     | 2.7    | 2.8    | 27.0  | SAFE      
19:36:12   | 540        | 52.7     | 1.6    | 1.8    | 19.0  | SAFE      
19:36:12   | 520        | 57.5     | 2.1    | 1.6    | 11.0  | SAFE      
19:36:12   | 504        | 61.9     | 3.2    | 3.5    | 48.0  | MODERATE  
19:36:12   | 473        | 69.9     | 4.0    | 5.7    | 39.0  | MODERATE  
19:36:12   | 440        | 76.4     | 5.0    | 3.6    | 33.0  | MODERATE  
19:36:12   | 338        | 40.8     | 2.0    | 2.5    | 10.0  | SAFE      
19:36:12   | 307        | 49.7     | 2.6    | 1.7    | 25.0  | SAFE      
19:36:12   | 283        | 52.7     | 1.1    | 2.6    | 12.0  | SAFE      
19:36:12   | 246        | 57.8     | 1.4    | 1.4    | 25.0  | SAFE      
19:36:12   | 186        | 61.6     | 4.0    | 3.3    | 31.0  | MODERATE  
19:36:11   | 138        | 59.1     | 2.1    | 2.3    | 13.0  | SAFE      
19:36:11   | 122        | 49.9     | 2.1    | 2.5    | 8.0   | SAFE      
19:36:11   | 94         | 40.7     | 1.1    | 1.2    | 5.0   | SAFE      
19:36:11   | 76         | 99.2     | 6.2    | 7.6    | 92.0  | AGGRESSIVE
19:36:11   | 75         | 89.7     | 7.3    | 9.9    | 77.0  | AGGRESSIVE
19:36:11   | 54         | 50.5     | 1.7    | 2.5    | 9.0   | SAFE      
19:36:11   | 52         | 95.9     | 6.6    | 7.7    | 76.0  | AGGRESSIVE
19:36:11   | 29         | 44.7     | 2.5    | 2.6    | 2.0   | SAFE      
19:36:11   | 3          | 43.5     | 2.0    | 1.5    | 12.0  | SAFE      
19:35:13   | 982        | 44.7     | 1.9    | 2.8    | 28.0  | SAFE      
19:35:13   | 970        | 47.5     | 2.9    | 1.7    | 8.0   | SAFE      
19:35:13   | 937        | 77.4     | 4.4    | 5.2    | 66.0  | MODERATE  
19:35:13   | 928        | 59.6     | 2.9    | 2.7    | 8.0   | SAFE      
19:35:13   | 782        | 57.7     | 2.7    | 1.1    | 4.0   | SAFE      
19:35:13   | 774        | 55.7     | 1.9    | 2.7    | 8.0   | SAFE      
19:35:13   | 753        | 47.6     | 2.8    | 1.6    | 0.0   | SAFE      
19:35:13   | 736        | 101.7    | 7.6    | 8.5    | 79.0  | AGGRESSIVE
19:35:12   | 674        | 54.1     | 1.3    | 2.0    | 3.0   | SAFE      
19:35:12   | 600        | 66.7     | 5.6    | 5.3    | 45.0  | MODERATE  
19:35:12   | 565        | 45.2     | 1.9    | 1.6    | 11.0  | SAFE      
19:35:12   | 308        | 76.8     | 4.5    | 5.4    | 58.0  | MODERATE  
19:35:12   | 251        | 47.4     | 3.0    | 2.1    | 30.0  | SAFE      
19:35:12   | 219        | 43.7     | 1.3    | 2.8    | 26.0  | SAFE      
19:35:12   | 215        | 51.5     | 1.3    | 2.6    | 3.0   | SAFE      
19:35:12   | 207        | 71.1     | 3.7    | 5.0    | 69.0  | MODERATE  
19:35:12   | 206        | 44.2     | 2.2    | 1.7    | 6.0   | SAFE      
19:35:12   | 184        | 46.8     | 1.3    | 1.3    | 16.0  | SAFE      
19:35:12   | 171        | 53.9     | 1.2    | 2.4    | 14.0  | SAFE      
19:35:11   | 140        | 42.2     | 2.1    | 1.6    | 22.0  | SAFE      
19:35:11   | 103        | 62.9     | 3.9    | 4.0    | 59.0  | MODERATE  
19:35:11   | 59         | 44.6     | 1.9    | 2.7    | 17.0  | SAFE      
19:35:11   | 18         | 55.2     | 2.0    | 1.5    | 22.0  | SAFE      
19:34:13   | 871        | 103.0    | 8.4    | 9.3    | 72.0  | AGGRESSIVE
19:34:13   | 832        | 46.0     | 1.7    | 1.6    | 4.0   | SAFE      
19:34:13   | 828        | 49.3     | 2.9    | 2.5    | 10.0  | SAFE      
19:34:13   | 818        | 89.2     | 7.3    | 8.0    | 90.0  | AGGRESSIVE
19:34:13   | 817        | 66.7     | 4.8    | 4.7    | 65.0  | MODERATE  
19:34:13   | 804        | 77.1     | 3.3    | 6.0    | 32.0  | MODERATE  
19:34:12   | 683        | 58.7     | 1.7    | 1.2    | 6.0   | SAFE      
19:34:12   | 631        | 53.8     | 1.1    | 2.5    | 9.0   | SAFE      
19:34:12   | 578        | 42.1     | 1.5    | 3.0    | 23.0  | SAFE      
19:34:12   | 545        | 52.9     | 1.9    | 2.2    | 26.0  | SAFE      
19:34:12   | 521        | 62.6     | 5.9    | 3.3    | 59.0  | MODERATE  
19:34:12   | 505        | 54.1     | 1.7    | 2.3    | 21.0  | SAFE      
19:34:12   | 483        | 53.7     | 1.7    | 1.2    | 5.0   | SAFE      
19:34:12   | 420        | 58.9     | 2.8    | 1.2    | 13.0  | SAFE      
19:34:12   | 398        | 40.5     | 1.9    | 2.2    | 26.0  | SAFE      
19:34:12   | 368        | 115.5    | 8.9    | 8.5    | 94.0  | AGGRESSIVE
19:34:12   | 360        | 44.9     | 1.6    | 2.1    | 5.0   | SAFE      
19:34:12   | 348        | 95.0     | 7.5    | 8.7    | 71.0  | AGGRESSIVE
19:34:12   | 330        | 103.0    | 7.3    | 9.1    | 91.0  | AGGRESSIVE
19:34:12   | 293        | 59.8     | 2.9    | 1.9    | 1.0   | SAFE      
19:34:12   | 229        | 53.2     | 2.8    | 2.1    | 11.0  | SAFE      
19:34:12   | 227        | 61.0     | 5.2    | 3.7    | 57.0  | MODERATE  
19:34:12   | 189        | 57.2     | 2.8    | 1.8    | 10.0  | SAFE      
19:34:12   | 184        | 55.4     | 2.1    | 2.2    | 6.0   | SAFE      
19:34:12   | 164        | 55.5     | 2.5    | 1.3    | 30.0  | SAFE      
19:34:11   | 117        | 62.0     | 5.5    | 4.3    | 34.0  | MODERATE  
19:34:11   | 82         | 43.0     | 2.6    | 1.7    | 14.0  | SAFE      
19:33:13   | 990        | 56.3     | 1.9    | 2.4    | 25.0  | SAFE      
19:33:13   | 988        | 82.8     | 7.3    | 8.4    | 80.0  | AGGRESSIVE
19:33:13   | 982        | 53.0     | 1.3    | 2.2    | 15.0  | SAFE      
19:33:13   | 975        | 42.1     | 1.5    | 2.5    | 25.0  | SAFE      
19:33:13   | 956        | 56.9     | 2.7    | 1.1    | 20.0  | SAFE      
19:33:13   | 951        | 40.0     | 2.0    | 1.5    | 30.0  | SAFE      
19:33:13   | 943        | 108.4    | 7.0    | 9.2    | 81.0  | AGGRESSIVE
19:33:13   | 921        | 46.2     | 2.3    | 2.1    | 1.0   | SAFE      
19:33:13   | 870        | 46.6     | 2.2    | 2.4    | 26.0  | SAFE      
19:33:13   | 862        | 52.6     | 2.4    | 2.3    | 5.0   | SAFE      
19:33:13   | 847        | 57.0     | 2.0    | 1.5    | 28.0  | SAFE      
19:33:13   | 824        | 52.5     | 2.7    | 1.4    | 23.0  | SAFE      
19:33:13   | 816        | 101.6    | 6.7    | 8.7    | 72.0  | AGGRESSIVE
19:33:13   | 797        | 40.8     | 2.7    | 2.5    | 0.0   | SAFE      
19:33:13   | 771        | 74.3     | 3.2    | 4.9    | 34.0  | MODERATE  
19:33:12   | 689        | 58.8     | 2.2    | 1.7    | 14.0  | SAFE      
19:33:12   | 683        | 42.9     | 2.2    | 1.3    | 7.0   | SAFE      
19:33:12   | 665        | 72.2     | 3.9    | 5.1    | 33.0  | MODERATE  
19:33:12   | 662        | 60.7     | 4.4    | 4.0    | 57.0  | MODERATE  
19:33:12   | 641        | 44.2     | 1.1    | 2.0    | 4.0   | SAFE      
19:33:12   | 625        | 67.4     | 5.0    | 4.4    | 56.0  | MODERATE  
19:33:12   | 619        | 50.0     | 2.8    | 1.5    | 4.0   | SAFE      
19:33:12   | 614        | 40.4     | 2.2    | 1.5    | 22.0  | SAFE      
19:33:12   | 606        | 46.8     | 2.2    | 1.1    | 20.0  | SAFE      
19:33:12   | 531        | 46.1     | 1.1    | 2.4    | 29.0  | SAFE      
19:33:12   | 508        | 52.7     | 2.9    | 1.3    | 17.0  | SAFE      
19:33:12   | 492        | 42.8     | 1.9    | 1.4    | 21.0  | SAFE      
19:33:12   | 442        | 45.8     | 2.3    | 1.2    | 10.0  | SAFE      
19:33:12   | 410        | 48.9     | 2.4    | 2.8    | 9.0   | SAFE      
19:33:12   | 365        | 40.3     | 2.0    | 1.3    | 7.0   | SAFE      
19:33:12   | 347        | 44.4     | 2.3    | 3.0    | 19.0  | SAFE      
19:33:12   | 337        | 49.2     | 1.9    | 2.2    | 29.0  | SAFE      
19:33:12   | 322        | 55.6     | 1.1    | 1.1    | 3.0   | SAFE      
19:33:12   | 296        | 47.3     | 2.0    | 2.7    | 3.0   | SAFE      
19:33:12   | 291        | 56.1     | 2.0    | 1.8    | 4.0   | SAFE      
19:33:12   | 254        | 44.8     | 1.6    | 2.4    | 10.0  | SAFE      
19:33:12   | 220        | 55.5     | 2.1    | 1.6    | 21.0  | SAFE      
19:33:12   | 148        | 57.8     | 1.4    | 2.1    | 25.0  | SAFE      
19:33:11   | 125        | 50.2     | 1.0    | 1.8    | 11.0  | SAFE      
19:33:11   | 109        | 49.4     | 1.4    | 2.8    | 17.0  | SAFE      
19:32:13   | 999        | 53.8     | 2.3    | 2.9    | 29.0  | SAFE      
19:32:13   | 983        | 59.5     | 2.5    | 2.6    | 2.0   | SAFE      
19:32:13   | 912        | 53.8     | 1.6    | 2.1    | 16.0  | SAFE      
19:32:13   | 898        | 59.1     | 2.2    | 2.7    | 28.0  | SAFE      
19:32:13   | 893        | 45.9     | 2.5    | 1.7    | 30.0  | SAFE      
19:32:13   | 880        | 87.9     | 8.1    | 9.4    | 93.0  | AGGRESSIVE
19:32:13   | 853        | 88.2     | 6.7    | 7.1    | 80.0  | AGGRESSIVE
19:32:13   | 850        | 80.5     | 9.4    | 6.4    | 98.0  | AGGRESSIVE
19:32:13   | 770        | 70.3     | 6.0    | 5.2    | 60.0  | MODERATE  
19:32:13   | 735        | 53.6     | 2.1    | 1.4    | 30.0  | SAFE      
19:32:13   | 711        | 50.7     | 2.3    | 2.2    | 23.0  | SAFE      
19:32:12   | 684        | 57.0     | 2.7    | 2.7    | 14.0  | SAFE      
19:32:12   | 650        | 42.5     | 2.8    | 2.4    | 29.0  | SAFE      
19:32:12   | 592        | 91.5     | 6.7    | 8.2    | 85.0  | AGGRESSIVE
19:32:12   | 591        | 73.5     | 3.6    | 3.2    | 42.0  | MODERATE  
19:32:12   | 589        | 54.2     | 1.3    | 2.0    | 12.0  | SAFE      
19:32:12   | 585        | 44.5     | 1.8    | 2.2    | 30.0  | SAFE      
19:32:12   | 508        | 51.7     | 1.5    | 2.8    | 2.0   | SAFE      
19:32:12   | 502        | 46.7     | 1.5    | 2.5    | 15.0  | SAFE      
19:32:12   | 493        | 74.6     | 6.0    | 4.4    | 55.0  | MODERATE  
19:32:12   | 481        | 44.3     | 2.0    | 2.1    | 9.0   | SAFE      
19:32:12   | 477        | 54.6     | 1.7    | 1.2    | 0.0   | SAFE      
19:32:12   | 356        | 69.8     | 4.7    | 5.2    | 44.0  | MODERATE  
19:32:12   | 352        | 44.4     | 1.7    | 1.1    | 23.0  | SAFE      
19:32:12   | 340        | 55.1     | 2.1    | 1.1    | 18.0  | SAFE      
19:32:12   | 286        | 46.7     | 1.3    | 2.6    | 29.0  | SAFE      
19:32:12   | 255        | 52.0     | 2.6    | 2.6    | 13.0  | SAFE      
19:32:12   | 212        | 75.8     | 5.4    | 4.7    | 52.0  | MODERATE  
19:32:11   | 95         | 41.2     | 1.3    | 1.7    | 15.0  | SAFE      
19:32:11   | 86         | 58.6     | 2.4    | 2.7    | 12.0  | SAFE      
19:32:11   | 83         | 54.2     | 2.6    | 2.8    | 23.0  | SAFE      
19:32:11   | 69         | 72.1     | 5.9    | 4.7    | 58.0  | MODERATE  
19:32:11   | 64         | 109.2    | 7.8    | 7.7    | 78.0  | AGGRESSIVE
19:32:11   | 57         | 54.0     | 2.2    | 2.3    | 13.0  | SAFE      
19:32:11   | 30         | 45.6     | 1.1    | 2.3    | 19.0  | SAFE      
19:31:13   | 977        | 46.8     | 2.4    | 2.0    | 18.0  | SAFE      
19:31:13   | 957        | 56.2     | 1.6    | 2.6    | 27.0  | SAFE      
19:31:13   | 794        | 77.3     | 5.9    | 5.5    | 52.0  | MODERATE  
19:31:13   | 788        | 61.7     | 4.7    | 3.2    | 65.0  | MODERATE  
19:31:13   | 772        | 95.5     | 8.1    | 6.1    | 90.0  | AGGRESSIVE
19:31:13   | 767        | 58.9     | 2.0    | 1.4    | 1.0   | SAFE      
19:31:12   | 691        | 43.5     | 2.5    | 1.5    | 19.0  | SAFE      
19:31:12   | 684        | 55.2     | 2.1    | 1.4    | 17.0  | SAFE      
19:31:12   | 641        | 73.4     | 4.0    | 4.9    | 56.0  | MODERATE  
19:31:12   | 621        | 47.9     | 2.5    | 1.2    | 15.0  | SAFE      
19:31:12   | 540        | 48.1     | 2.1    | 1.4    | 21.0  | SAFE      
19:31:12   | 514        | 44.0     | 1.4    | 1.4    | 25.0  | SAFE      
19:31:12   | 456        | 69.3     | 3.6    | 4.1    | 36.0  | MODERATE  
